PROCEDIMIENTO O

El O
asunto O
tiene O
su O
origen O
en O
una O
demanda O
( O
no O
21865 B-CODE
/ I-CODE
02 I-CODE
) O
contra O
la O
República B-LOC
de I-LOC
Turquía I-LOC
presentada O
ante O
el O
Tribunal O
en O
virtud O
del O
artículo O
34 O
del O
Convenio O
Europeo O
para O
la O
Protección O
de O
los O
Derechos O
Humanos O
y O
de O
las O
Libertades O
Fundamentales O
( O
" O
el O
Convenio O
" O
) O
por O
un O
nacional O
turco B-NATIONALITY
, O
el O
Sr B-PER
. I-PER
Kemal I-PER
Evcimen I-PER
( O
" O
el O
demandante O
" O
) O
, O
el B-DATE
28 I-DATE
de I-DATE
enero I-DATE
de I-DATE
2000 I-DATE
. O

El O
demandante O
estaba O
representado O
por O
el O
Sr B-LEGAL_PROFESSIONAL
. I-LEGAL_PROFESSIONAL
A I-LEGAL_PROFESSIONAL
. I-LEGAL_PROFESSIONAL
Şahin I-LEGAL_PROFESSIONAL
, O
abogado O
en O
ejercicio O
en O
Estambul B-LOC
. O

El O
Gobierno O
turco B-NATIONALITY
( O
" O
el O
Gobierno O
" O
) O
no O
designó O
agente O
a O
efectos O
del O
procedimiento O
ante O
el O
Tribunal O
. O

El B-DATE
31 I-DATE
de I-DATE
agosto I-DATE
de I-DATE
2006 I-DATE
, O
el O
Tribunal O
declaró O
la O
demanda O
parcialmente O
inadmisible O
y O
decidió O
comunicar O
al O
Gobierno O
la O
queja O
relativa O
a O
la O
supuesta O
injusticia O
del O
procedimiento O
contra O
el O
demandante O
debido O
a O
la O
falta O
de O
independencia O
e O
imparcialidad O
del O
Tribunal O
de O
Seguridad O
del O
Estado O
de O
Erzurum B-LOC
. O

En O
virtud O
de O
lo O
dispuesto O
en O
el O
artículo O
29 O
§ O
3 O
del O
Convenio O
, O
decidió O
examinar O
el O
fondo O
de O
la O
demanda O
al O
mismo O
tiempo O
que O
su O
admisibilidad O
. O

LOS O
HECHOS O

CIRCUNSTANCIAS O
DEL O
CASO O

El O
demandante O
nació O
en O
1971 B-DATE
y O
vive O
en O
Edirne B-LOC
. O

En O
el O
momento O
de O
los O
hechos O
, O
el O
demandante O
era O
propietario O
y O
editor O
de O
un O
periódico O
local O
publicado O
en O
Trabzon B-LOC
, O
el O
Özgür B-ORG
Karadeniz I-ORG
( I-ORG
" I-ORG
El I-ORG
Mar I-ORG
Negro I-ORG
Libre I-ORG
" I-ORG
) I-ORG
. O

El B-DATE
15 I-DATE
de I-DATE
enero I-DATE
de I-DATE
1995 I-DATE
, O
el O
demandante O
fue O
detenido O
por O
