PROCEDURE O

L O
' O
affaire O
a O
pour O
origine O
une O
requête O
( O
no O
36110 B-CODE
/ I-CODE
97 I-CODE
) O
contre O
la O
République O
de O
Turquie O
introduite O
devant O
la O
Commission O
européenne O
des O
droits O
de O
l O
' O
homme O
( O
" O
la O
Commission O
" O
) O
en O
vertu O
de O
l O
' O
ancien O
article O
25 O
de O
la O
Convention O
de O
sauvegarde O
des O
droits O
de O
l O
' O
homme O
et O
des O
libertés O
fondamentales O
( O
" O
la O
Convention O
" O
) O
par O
quatre O
ressortissants O
turcs B-DEM
, O
M B-PER
. I-PER
Galip I-PER
Yalman I-PER
, O
M B-PER
. I-PER
Bahattin I-PER
Sarısoy I-PER
, O
M B-PER
. I-PER
Osman I-PER
Çağlayan I-PER
et O
M B-PER
. I-PER
Yusuf I-PER
Çamca I-PER
( O
" O
les O
requérants O
" O
) O
, O
le O
29 B-DATETIME
novembre I-DATETIME
1996 I-DATETIME
. O

Les O
requérants O
étaient O
représentés O
par O
M B-PER
. I-PER
S I-PER
. I-PER
Esmer I-PER
, O
avocat O
exerçant O
à O
Ankara B-LOC
. O

Le O
gouvernement O
turc O
( O
" O
le O
gouvernement O
" O
) O
n O
' O
a O
pas O
désigné O
d O
' O
agent O
aux O
fins O
de O
la O
procédure O
devant O
les O
institutions O
de O
la O
Convention O
. O

Les O
requérants O
allèguent O
que O
leur O
affaire O
, O
qui O
a O
débuté O
en O
1989 B-DATETIME
et O
s O
' O
est O
achevée O
en O
1996 B-DATETIME
, O
n O
' O
a O
pas O
été O
entendue O
dans O
un O
délai O
raisonnable O
comme O
l O
' O
exige O
la O
Convention O
. O

La O
requête O
a O
été O
transmise O
à O
la O
Cour O
le O
1er O
novembre O
1998 O
, O
date O
d O
' O
entrée O
en O
vigueur O
du O
Protocole O
n° O
11 O
à O
la O
Convention O
( O
article O
5 O
§ O
2 O
du O
Protocole O
n° O
11 O
) O
. O

La O
requête O
a O
été O
attribuée O
à O
la O
deuxième O
section O
de O
la O
Cour O
( O
article O
52 O
§ O
1 O
du O
règlement O
) O
. O

Au O
sein O
de O
cette O
section O
, O
la O
chambre O
chargée O
d O
' O
examiner O
l O
' O
affaire O
( O
article O
27 O
§ O
1 O
de O
la O
Convention O
) O
a O
été O
constituée O
conformément O
à O
l O
' O
article O
26 O
§ O
1 O
du O
règlement O
. O

Le O
1er O
novembre O
2001 O
, O
la O
Cour O
a O
modifié O
la O
composition O
de O
ses O
sections O
( O
article O
25 O
§ O
1 O
du O
règlement O
) O
. O

Cette O
affaire O
a O
été O
attribuée O
à O
la O
première O
section O
nouvellement O
composée O
( O
article O
52 O
§ O
1 O
du O
règlement O
) O
. O

Par O
une O
décision O
du O
15 B-DATETIME
mai I-DATETIME
2003 I-DATETIME
, O
la O
Cour O
a O
déclaré O
la O
requête O
recevable O
. O

Les O
requérants O
et O
le O
Gouvernement O
ont O
chacun O
déposé O
des O
observations O
sur O
le O
fond O
( O
article O
59 O
§ O
1 O
du O
règlement O
) O
. O

LES O
FAITS O

En O
septembre B-DATETIME
1980 I-DATETIME
, O
les O
requérants O
furent O
placés O
en O
garde O
à O
vue O
puis O
en O
détention O
provisoire O
car O
ils O
étaient O
soupçonnés O
d O
' O
appartenir B-MISC
à I-MISC
une I-MISC
organisation I-MISC
illégale I-MISC
. O

Le O
procureur O
militaire O
d O
' O
Erzincan B-LOC
déposa O
un O
acte O
d O
' O
accusation O
devant O
le O
tribunal B-ORG
de I-ORG
la I-ORG
loi I-ORG
martiale I-ORG
d I-ORG
' I-ORG
Erzincan I-ORG
( I-ORG
sıkıyönetim I-ORG
askeri I-ORG
mahkemesi I-ORG
) I-ORG
, O
accusant O
les O
requérants O
, O
en O
vertu O
de O
l O
' O
article O
146 O
du O
code O
pénal O
, O
d O
' O
appartenir B-MISC
à I-MISC
une I-MISC
organisation I-MISC
illégale I-MISC
ayant I-MISC
pour I-MISC
but I-MISC
de I-MISC
porter I-MISC
atteinte I-MISC
à I-MISC
l I-MISC
' I-MISC
ordre I-MISC
constitutionnel I-MISC
. O

À O
diverses O
dates O
entre O
1982 B-DATETIME
et O
1984 B-DATETIME
, O
les O
requérants O
furent O
libérés O
dans O
l O
' O
attente O
de O
leur O
procès O
. O

Le O
13 B-DATETIME
septembre I-DATETIME
1988 I-DATETIME
, O
le O
tribunal B-ORG
de I-ORG
la I-ORG
loi I-ORG
martiale I-ORG
d I-ORG
' I-ORG
Erzincan I-ORG
acquitta O
les O
requérants O
des O
charges O
retenues O
contre O
eux O
. O

En O
mars O
, O
avril O
et O
juin B-DATETIME
1989 I-DATETIME
, O
les O
requérants O
intentèrent O
des O
actions O
individuelles O
devant O
la B-ORG
cour I-ORG
d I-ORG
' I-ORG
assises I-ORG
de I-ORG
Sinop I-ORG
contre O
le O
Trésor O
public O
, O
en O
vertu O
de O
la O
loi O
n° O
466 O
. O

Ils O
demandaient O
une O
indemnisation O
pour O
leur O
détention O
provisoire O
injustifiée O
. O

Le O
20 B-DATETIME
octobre I-DATETIME
1989 I-DATETIME
, O
la O
cour O
a O
décidé O
de O
joindre O
les O
affaires O
des O
requérants O
. O

Le O
15 B-DATETIME
décembre I-DATETIME
1993 I-DATETIME
, O
la O
cour B-ORG
d I-ORG
' I-ORG
assises I-ORG
de I-ORG
Sinop I-ORG
a O
accordé O
une O
indemnité O
non O
pécuniaire O
aux O
requérants O
. O

Les O
requérants O
ont O
fait O
appel O
, O
estimant O
que O
le O
montant O
de O
l O
' O
indemnité O
accordée O
n O
' O
était O
pas O
suffisant O
. O

Le O
31 B-DATETIME
janvier I-DATETIME
1995 I-DATETIME
, O
la O
Cour O
de O
cassation O
a O
cassé O
le O
jugement O
du O
tribunal O
de O
première O
instance O
. O

Le O
6 B-DATETIME
juin I-DATETIME
1995 I-DATETIME
, O
la O
cour B-ORG
d I-ORG
' I-ORG
assises I-ORG
de I-ORG
Sinop I-ORG
a O
augmenté O
le O
montant O
de O
l O
' O
indemnisation O
non O
pécuniaire O
. O

Le O
15 B-DATETIME
juin I-DATETIME
1995 I-DATETIME
, O
les O
requérants O
ont O
à O
nouveau O
fait O
appel O
. O

Le O
30 B-DATETIME
mai I-DATETIME
1996 I-DATETIME
, O
la O
Cour O
de O
cassation O
rejette O
le O
pourvoi O
des O
requérants O
et O
confirme O
l O
' O
arrêt O
de O
la O
cour O
d O
' O
assises O
. O

PROCEDURE O

A O
l O
' O
origine O
de O
l O
' O
affaire O
se O
trouvent O
deux O
requêtes O
( O
nos O
