PROCEDIMIENTO O

El O
asunto O
tiene O
su O
origen O
en O
una O
demanda O
( O
no O
36110 B-CODE
/ I-CODE
97 I-CODE
) O
contra O
la O
República O
de O
Turquía O
presentada O
ante O
la O
Comisión O
Europea O
de O
Derechos O
Humanos O
( O
" O
la O
Comisión O
" O
) O
en O
virtud O
del O
antiguo O
artículo O
25 O
del O
Convenio O
Europeo O
para O
la O
Protección O
de O
los O
Derechos O
Humanos O
y O
de O
las O
Libertades O
Fundamentales O
( O
" O
el O
Convenio O
" O
) O
por O
cuatro O
nacionales O
turcos O
, O
el O
Sr B-PER
. I-PER
Galip I-PER
Yalman I-PER
, O
el O
Sr B-PER
. I-PER
Bahattin I-PER
Sarısoy I-PER
, O
el O
Sr B-PER
. I-PER
Osman I-PER
Çağlayan I-PER
y O
el O
Sr B-PER
. I-PER
Yusuf I-PER
Çamca I-PER
( O
" O
los O
demandantes O
" O
) O
, O
el O
29 B-DATETIME
de I-DATETIME
noviembre I-DATETIME
de I-DATETIME
1996 I-DATETIME
. O

Los O
demandantes O
estaban O
representados O
por O
el O
Sr B-PER
. I-PER
S I-PER
. I-PER
Esmer I-PER
, O
abogado O
en O
ejercicio O
en O
Ankara B-LOC
. O

El O
Gobierno O
turco O
( O
" O
el O
Gobierno O
" O
) O
no O
designó O
agente O
a O
efectos O
del O
procedimiento O
ante O
las O
instituciones O
del O
Convenio O
. O

Los O
demandantes O
alegaron O
que O
su O
caso O
, O
que O
comenzó O
en O
1989 B-DATETIME
y O
finalizó O
en O
1996 B-DATETIME
, O
no O
fue O
juzgado O
en O
un O
plazo O
razonable O
como O
exige O
el O
Convenio O
. O

La O
demanda O
fue O
transmitida O
al O
Tribunal O
el O
1 O
de O
noviembre O
de O
1998 O
, O
fecha O
de O
entrada O
en O
vigor O
del O
Protocolo O
n O
. O
o O
11 O
del O
Convenio O
( O
artículo O
5 O
, O
apartado O
2 O
, O
del O
Protocolo O
n O
. O
o O
11 O
) O
. O

La O
demanda O
fue O
atribuida O
a O
la O
Sección O
Segunda O
del O
Tribunal O
( O
artículo O
52 O
§ O
1 O
del O
Reglamento O
del O
Tribunal O
) O
. O

Dentro O
de O
dicha O
Sección O
, O
la O
Sala O
que O
examinaría O
el O
asunto O
( O
artículo O
27 O
§ O
1 O
del O
Convenio O
) O
se O
constituyó O
según O
lo O
dispuesto O
en O
el O
artículo O
26 O
§ O
1 O
. O

El O
1 O
de O
noviembre O
de O
2001 O
, O
el O
Tribunal O
modificó O
la O
composición O
de O
sus O
Secciones O
( O
Regla O
25 O
§ O
1 O
