PROCEDURE O

L O
' O
affaire O
a O
pour O
origine O
une O
requête O
( O
no O
5136 B-CODE
/ I-CODE
11 I-CODE
) O
contre O
la O
République B-LOC
de I-LOC
Pologne I-LOC
introduite O
devant O
la O
Cour O
en O
vertu O
de O
l O
' O
article O
34 O
de O
la O
Convention O
de O
sauvegarde O
des O
droits O
de O
l O
' O
homme O
et O
des O
libertés O
fondamentales O
( O
" O
la O
Convention O
" O
) O
par O
un O
ressortissant O
polonais B-NATIONALITY
, O
M B-PER
. I-PER
Kamil I-PER
Prus I-PER
( O
" O
le O
requérant O
" O
) O
, O
le B-DATE
6 I-DATE
décembre I-DATE
2010 I-DATE
. O

Le O
requérant O
, O
qui O
avait O
bénéficié O
de O
l O
' O
aide O
juridictionnelle O
, O
était O
représenté O
par O
M B-LEGAL_PROFESSIONAL
. I-LEGAL_PROFESSIONAL
S I-LEGAL_PROFESSIONAL
. I-LEGAL_PROFESSIONAL
Kotuła I-LEGAL_PROFESSIONAL
, O
avocat O
exerçant O
à O
Lublin B-LOC
. O

Le O
gouvernement O
polonais B-NATIONALITY
( O
" O
le O
gouvernement O
" O
) O
était O
représenté O
par O
son O
agent O
, O
Mme B-LEGAL_PROFESSIONAL
J I-LEGAL_PROFESSIONAL
. I-LEGAL_PROFESSIONAL
Chrzanowska I-LEGAL_PROFESSIONAL
, O
du O
ministère O
des O
Affaires O
étrangères O
. O

Le O
requérant O
allègue O
notamment O
une O
violation O
de O
l O
' O
article O
3 O
de O
la O
Convention O
en O
raison O
de O
l O
' O
imposition O
à O
son O
égard O
du O
régime O
dit O
des O
" O
détenus O
dangereux O
" O
. O

Le B-DATE
7 I-DATE
juillet I-DATE
2014 I-DATE
, O
la O
requête O
a O
été O
communiquée O
au O
Gouvernement O
. O

LES O
FAITS O

CIRCONSTANCES O
DE O
L O
' O
AFFAIRE O

Le O
requérant O
est O
né O
en O
1987 B-DATE
et O
est O
détenu O
à O
Lublin B-LOC
. O

A O
. O
La O
procédure O
pénale O
contre O
le O
requérant O

Le B-DATE
1er I-DATE
décembre I-DATE
2005 I-DATE
, O
le O
requérant O
fut O
arrêté O
et O
placé O
en O
détention O
provisoire O
. O

En O
2006 B-DATE
, O
il O
fut O
reconnu O
coupable O
de O
trois B-QUANTITY
chefs O
d O
' O
accusation O
de O
coups O
et O
blessures O
et O
de O
vol O
qualifié O
et O
fut O
condamné O
à O
des O
peines O
d O
' O
emprisonnement O
allant O
de O
deux B-QUANTITY
à O
quatre B-QUANTITY
ans O
. O

Le B-DATE
28 I-DATE
novembre I-DATE
2006 I-DATE
, O
le O
tribunal O
régional O
de O
Lublin B-LOC
lui O
infligea O
une O
peine O
cumulée O
pour O
quatre B-QUANTITY
condamnations O
pénales O
. O

B O
. O
Imposition O
du O
régime O
dit O
de O
" O
détenu O
dangereux O

Le B-DATE
5 I-DATE
novembre I-DATE
2010 I-DATE
, O
la O
commission O
pénitentiaire O
de O
la O
prison O
d O
' O
Opole B-LOC
Lubelskie I-LOC
imposa O
au O
requérant O
le O
régime O
dit O
de O
" O
détenu O
dangereux O
" O
. O

La O
commission O
a O
estimé O
que O
le O
requérant O
avait O
été O
le O
meneur O
ou O
un O
participant O
actif O
d O
' O
une O
manifestation O
collective O
planifiée O
dans O
la O
prison O
d O
' O
Opole B-LOC
Lubelskie I-LOC
( O
article O
88a O
§ O
2 O
( O
2a O
) O
du O
code O
d O
' O
exécution O
des O
peines O
pénales O
) O
, O
les O
détenus O
ayant O
refusé O
d O
' O
accepter O
la O
nourriture O
fournie O
par O
les O
autorités O
pénitentiaires O
. O

Les O
autorités O
ont O
appris O
que O
les O
détenus O
prévoyaient O
une O
autre O
manifestation O
collective O
pour O
le B-DATE
11 I-DATE
novembre I-DATE
2010 I-DATE
. O

La O
commission O
a O
également O
considéré O
que O
le O
requérant O
était O
particulièrement O
dépravé O
. O

Le B-DATE
18 I-DATE
janvier I-DATE
2011 I-DATE
, O
la O
commission O
pénitentiaire O
de O
la O
prison O
d O
' O
Opole B-LOC
Lubelskie I-LOC
rejeta O
un O
recours O
formé O
par O
le O
requérant O
et O
rejeta O
sa O
demande O
d O
' O
autorisation O
d O
' O
examiner O
le O
recours O
en O
dehors O
du O
délai O
légal O
. O

Par O
la O
suite O
, O
le O
requérant O
fut O
transféré O
à O
la O
maison O
d O
' O
arrêt O
de O
Lublin B-LOC
. O

Le B-DATE
3 I-DATE
février I-DATE
2011 I-DATE
, O
la O
commission O
pénitentiaire O
du O
centre O
de O
détention O
provisoire O
de O
Lublin B-LOC
a O
réexaminé O
et O
confirmé O
la O
décision O
d O
' O
appliquer O
le O
régime O
au O
requérant O
, O
considérant O
qu O
' O
il O
représentait O
une O
menace O
grave O
pour O
la O
sécurité O
du O
centre O
de O
détention O
. O

Le O
requérant O
a O
fait O
appel O
. O

Le B-DATE
4 I-DATE
avril I-DATE
2011 I-DATE
, O
le O
tribunal O
régional O
de O
Lublin B-LOC
a O
rejeté O
l O
' O
appel O
. O

Le O
tribunal O
s O
' O
est O
référé O
aux O
motifs O
de O
la O
décision O
du O
5 B-DATE
novembre I-DATE
2010 I-DATE
, O
estimant O
que O
la O
décision O
était O
légale O
et O
justifiée O
. O

Le B-DATE
3 I-DATE
mars I-DATE
2011 I-DATE
, O
le O
requérant O
a O
déposé O
une O
plainte O
auprès O
de O
l O
' O
inspection O
régionale O
des O
prisons O
de O
Lublin B-LOC
. O

Il O
se O
plaignait O
d O
' O
avoir O
des O
difficultés O
à O
accéder O
aux O
activités O
éducatives O
de O
la O
maison O
d O
' O
arrêt O
de O
Lublin B-LOC
. O

Les O
autorités O
ont O
rejeté O
la O
plainte O
, O
estimant O
que O
des O
activités O
éducatives O
n O
' O
étaient O
pas O
organisées O
pour O
les O
détenus O
dangereux O
. O

À O
une O
date O
non O
précisée O
en O
2011 B-DATE
, O
le O
requérant O
a O
informé O
la O
police O
de O
sa O
classification O
prétendument O
illégale O
en O
tant O
que O
" O
détenu O
dangereux O
" O
le B-DATE
5 I-DATE
novembre I-DATE
2010 I-DATE
. O

Il O
a O
affirmé O
que O
les O
autorités O
de O
la O
prison O
d O
' O
Opole B-LOC
Lubelskie I-LOC
avaient O
outrepassé O
leurs O
pouvoirs O
en O
lui O
imposant O
ce O
régime O
. O

Le B-DATE
29 I-DATE
avril I-DATE
2011 I-DATE
, O
le O
procureur O
du O
district O
d O
' O
Opole B-LOC
Lubelskie I-LOC
a O
refusé O
d O
' O
ouvrir O
une O
enquête O
sur O
