PROCÉDURE O

L’affaire O
a O
été O
déférée O
à O
la O
Cour O
par O
la O
Commission O
européenne O
des O
Droits O
de O
l’Homme O
( O
" O
la O
Commission O
" O
) O
le B-DATE
12 I-DATE
juillet I-DATE
1993 I-DATE
, O
puis O
par O
le O
gouvernement O
du O
Royaume B-LOC
- I-LOC
Uni I-LOC
de I-LOC
Grande I-LOC
- I-LOC
Bretagne I-LOC
et I-LOC
d’Irlande I-LOC
du I-LOC
Nord I-LOC
( O
" O
le O
Gouvernement O
" O
) O
le B-DATE
3 I-DATE
août I-DATE
1993 I-DATE
, O
dans O
le O
délai O
de O
trois O
mois O
qu’ouvrent O
les O
articles O
32 O
par O
. O
1 O
et O
47 O
( O
art O
. O
32 O
- O
1 O
, O
art O
. O
47 O
) O
de O
la O
Convention O
. O

A O
son O
origine O
se O
trouve O
une O
requête O
( O
no O
18949 B-CODE
/ I-CODE
91 I-CODE
) O
dirigée O
contre O
le O
Royaume B-LOC
- I-LOC
Uni I-LOC
et O
dont O
un O
ressortissant O
de O
cet B-LOC
Etat I-LOC
, O
M B-PER
. I-PER
Peter I-PER
Maxwell I-PER
, O
avait O
saisi O
la O
Commission O
le B-DATE
25 I-DATE
mars I-DATE
1991 I-DATE
en O
vertu O
de O
l’article O
25 O
( O
art O
. O
25 O
) O
. O

La O
demande O
de O
la O
Commission O
renvoie O
aux O
articles O
44 O
et O
48 O
( O
art O
. O
44 O
, O
art O
. O
48 O
) O
ainsi O
qu’à O
la O
déclaration O
britannique B-NATIONALITY
reconnaissant O
la O
juridiction O
obligatoire O
de O
la O
Cour O
( O
article O
46 O
) O
( O
art O
. O
46 O
) O
, O
la O
requête O
du O
Gouvernement O
au O
seul O
article O
48 O
( O
art O
. O
48 O
) O
. O

Elles O
ont O
pour O
objet O
d’obtenir O
une O
décision O
sur O
le O
point O
de O
savoir O
si O
les O
faits O
de O
la O
cause O
révèlent O
un O
manquement O
de O
l’Etat O
défendeur O
aux O
exigences O
de O
l’article O
6 O
par O
. O
3 O
c O
) O
( O
art O
. O
6 O
- O
3 O
-c O
) O
. O

En O
réponse O
à O
l’invitation O
prévue O
à O
l’article O
33 O
par O
. O
3 O
d O
) O
du O
règlement O
A O
, O
le O
requérant O
a O
indiqué O
, O
par O
une O
lettre O
portant O
le O
cachet O
de O
la O
poste O
du O
22 B-DATE
juillet I-DATE
1993 I-DATE
, O
qu’il O
ne O
souhaitait O
pas O
participer O
à O
l’instance O
. O

Le B-DATE
17 I-DATE
novembre I-DATE
1993 I-DATE
, O
il O
a O
présenté O
une O
demande O
de O
satisfaction O
équitable O
( O
article O
50 O
par O
. O
1 O
combiné O
avec O
le O
paragraphe O
k O
) O
de O
l’article O
1 O
du O
règlement O
A O
) O
. O

Le B-DATE
23 I-DATE
août I-DATE
1993 I-DATE
, O
le O
président O
de O
la O
Cour O
a O
décidé O
qu’il O
y O
avait O
lieu O
de O
confier O
à O
une O
chambre O
unique O
( O
article O
21 O
par O
. O
6 O
du O
règlement O
A O
) O
, O
dans O
l’intérêt O
d’une O
bonne O
administration O
de O
la O
justice O
, O
l’examen O
de O
la O
présente O
cause O
et O
de O
l’affaire O
Boner B-PER
c O
. O
Royaume B-LOC
- I-LOC
Uni I-LOC
( O
no O
30 B-CODE
/ I-CODE
1993 I-CODE
/ I-CODE
425 I-CODE
/ I-CODE
504 I-CODE
) O
. O

La O
chambre O
à O
constituer O
comprenait O
de O
plein O
droit O
Sir B-LEGAL_PROFESSIONAL
John I-LEGAL_PROFESSIONAL
Freeland I-LEGAL_PROFESSIONAL
, O
juge O
élu O
de O
nationalité O
britannique B-NATIONALITY
( O
article O
43 O
de O
la O
Convention O
) O
( O
art O
. O
43 O
) O
, O
et O
M B-LEGAL_PROFESSIONAL
. I-LEGAL_PROFESSIONAL
R I-LEGAL_PROFESSIONAL
. I-LEGAL_PROFESSIONAL
Ryssdal I-LEGAL_PROFESSIONAL
, O
président O
de O
la O
Cour O
( O
article O
21 O
par O
. O
3 O
b O
) O
du O
règlement O
A O
) O
. O

Le B-DATE
25 I-DATE
août I-DATE
1993 I-DATE
, O
celui O
- O
ci O
a O
tiré O
au O
sort O
le O
nom O
des O
sept B-QUANTITY
autres O
membres O
, O
à O
savoir O
M B-QUANTITY
. I-QUANTITY
R I-QUANTITY
. I-QUANTITY
Macdonald I-QUANTITY
, O
M B-QUANTITY
. I-QUANTITY
J I-QUANTITY
. I-QUANTITY
De I-QUANTITY
Meyer I-QUANTITY
, O
Mme B-QUANTITY
E I-QUANTITY
. I-QUANTITY
Palm I-QUANTITY
, O
